summary	sentiment	genuineness
great tablet	0.9952041	0.7276019
Business people/Students/Productivity-YES, otherwise; Not so much...	0.7029934	0.53285784
Note10.1 and Amazon response	0.97437614	0.87081474
Wonderful hardware, software has some ways to go	0.30667785	0.9028698
Finally my tablet! Am I in love? I think so.	0.6317617	0.8380945
Tablet for serious users	0.9648507	0.9219377
Excellent tablet	0.9674964	0.9157526
EXCELLENT TABLET!	0.9884212	0.94311374
A truly outstanding tablet for business use	0.8975062	0.89829063
I'm in love	0.9992379	0.9035239
Great Product if you want an Android Operating System	0.9560358	0.77640516
Many good points and one problem	0.22970863	0.16583934
Great, but two (major) drawbacks	0.87477386	0.8666511
Great Buy	0.9443335	0.6301783
Just got it and loving it!!!!	0.9950178	0.84386575
Love this product	0.9973814	0.81121093
Physics student whose notes just got less messy	0.9737465	0.955706
Awesome!	0.9980186	0.6874036
I love it.	0.9674283	0.81061846
Get The Quad-Core Model Exynos 1.40GHz Processor	0.86671335	0.8638224
Great Tablet!	0.99797696	0.86979866
Exactly as Expected	0.6429506	0.737177
A GREAT DEVICE!	0.871915	0.8216176
great device, no problems, would buy again today without second thought (if i needed one)	0.2102574	0.5879016
What a great tablet.	0.99942374	0.8848138
WIFI ONLY	0.16206047	0.48957893
Comparing the Nexus 7, Asus Infinity TF700T, and Note 10.1	0.68263817	0.9246543
Excellent Tablet for All Levels of Users	0.9546914	0.8486289
Love, love, LOVE IT!!!	0.93532693	0.7846738
Must  Upgrade the Bugy Bundled Photoshop Touch (Free)	0.67220145	0.7089874
Great tablet	0.99433964	0.7719016
Andre- Very good device	0.90569425	0.8338256
I used this tablet for 2 days and I fell in love with it!	0.9992569	0.79037184
I love this Tablet!	0.9863979	0.90469766
Digital Artists Review	0.99861467	0.98057324
Excellent tablet	0.95696133	0.5688699
I love this tablet	0.9736882	0.5621574
powers up and pisses you off	0.010419753	0.6328593
LOVE IT	0.875009	0.7985834
l love this!	0.92618823	0.66976506
What a Great Device!	0.9967871	0.86642706
Samsung Note Tablet	0.8615763	0.780857
Great Tablet, Very Happy!	0.9765404	0.8031547
Love my tablet	0.9809296	0.5527649
always wanted one	0.97224694	0.6166323
Truly an awesome tablet!	0.99309903	0.9127396
Bought for my son and he says it is the best tablet on the market.	0.9779037	0.48492286
love it	0.9977175	0.7295601
Excelente	0.8507853	0.15583321
Better than expected!	0.8916967	0.9382348
Lovely	0.98457736	0.7064142
great tablet	0.9962549	0.6948358
Stuck with lemon tablet	0.20475131	0.8769412
Gorgeous Display & Wonderful Little Workhorse	0.7725765	0.78327453
An expensive toy with little productivity	0.8360323	0.87089103
Samsung Galaxy Note.. Hooray!!	0.87695247	0.74890363
Best tablet on the market April 2014	0.99460715	0.7232003
In MY opinion, not worth the price over the Samsung Galaxy 2 10.1 Tablet	0.56947577	0.9683141
The  best tablet of the market	0.36792743	0.36257538
Best tablet for students--much better than ipad for college productivity.	0.9684817	0.72742665
In love!	0.9837239	0.80177456
Its awesome!	0.9605776	0.74315107
Love it!	0.91933215	0.8914378
Very nice	0.98734236	0.4246792
Very Good Product	0.63691306	0.11945285
Creative Tool Box For Creative People	0.9970547	0.9332089
very good	0.90405667	0.5386326
Amazing tablet	0.9980849	0.7871851
excellent	0.9810049	0.72386724
Exceeded all expectations	0.98414284	0.7826558
EXCELENTE PRODUCT	0.992729	0.5184933
Amazing tablet.	0.99524873	0.36116594
Best tablet I've ever used/Best electronic gadget ever purchased	0.9810097	0.93291134
Gift for Hubby	0.9969266	0.7162965
Looking for something better than an iPad?	0.9543912	0.829371
Samsung never lets you down	0.80804485	0.70098764
I love this thing...	0.900446	0.37602413
Warehouse Note	0.0571566	0.44440243
Amazing tablet!	0.9912374	0.750674
Great little machine	0.8579049	0.7770355
love it!!!	0.9833977	0.6813686
perfect for my needs	0.9699864	0.7809914
I love it	0.9329195	0.5298632
A remarkable product.	0.9631354	0.73965096
fantastic tablet!!!	0.99677724	0.52088356
great tablet, needs better build quality	0.9826497	0.8833478
My First Pad	0.14924642	0.3996176
Love this tablet	0.994886	0.8397456
Competent and smartly designed	0.7983401	0.8810859
Samsung Galaxy Note 10.1	0.98848104	0.6529282
A great machine	0.99776673	0.83506644
Tablet Samsung	0.9944239	0.73189926
love it	0.98617655	0.77385145
Great Tablet	0.6330332	0.53984094
This tablet is awesome!	0.96761996	0.9002097
Christmas Present for the Wife	0.9898783	0.7424751
Samsung Note Tablet 10.1	0.24386027	0.66713774
sealed package?	0.7666178	0.6052935
The best choice	0.80281794	0.8243604
THE Tablet for Students, but Great for All	0.89414364	0.977496
awsome tablet	0.96850723	0.6964827
Awesome	0.9528361	0.75457305
The S-Pen makes this tablet a real productivity tool	0.97090137	0.91146785
Awesome!	0.9934477	0.7101295
awesome tablet	0.9984676	0.85493183
Great idea, LOTS OF BUGS	0.034616992	0.650804
Solid Tablet	0.9843834	0.8758282
Gift	0.97054714	0.75155616
Better than expected!	0.54447967	0.816127
The only choice for a professional! The rest are toys.	0.82858205	0.8694516
awsome, no issues	0.9940241	0.8087743
Nice Product	0.70118845	0.24078183
Way better then (cr)apple!	0.4618549	0.41814277
I would recommend it to my friends	0.9631949	0.9143522
Lots of Fun	0.2982047	0.64288735
College Student - Note Taking	0.9946168	0.9340597
Happy Samsung Customer	0.9679509	0.6576839
The best thing I've ever bought myself	0.9653764	0.4868576
Great for artists.	0.93936294	0.85267544
Great Tablet	0.9971533	0.70027274
perfect for school	0.68199444	0.5769319
My first ever tablet!	0.96725523	0.70698243
As a student, I don't get whats so great	0.32322818	0.66970265
Great tablet!	0.97951275	0.64051527
Great tablet	0.9494068	0.7890512
Love it, use it every day - AND YES IT CAN HAVE FLASH	0.98208	0.9691526
Like, but not in love yet.	0.36484775	0.27650642
Great unit	0.86134225	0.34017053
Flawless	0.91563547	0.80368537
Best tablet avaliable! !	0.97229946	0.55213773
I love it!	0.98901075	0.75727
Samsung Galaxy Note 10.1	0.9973236	0.7727512
What a great idea this was.	0.13004026	0.25993624
It's great	0.757552	0.34330454
As advertised, on time and for a great price	0.8349281	0.48502678
Different from what was ordered!	0.3605822	0.4842514
Excellent tablet	0.9281948	0.7602912
My 8th Tablet and My Favorite by Far	0.91767853	0.9809343
Every other device on the planet can run Amazon Prime Instant Video, except...	0.24892035	0.5611074
Great tablet	0.99811363	0.7209412
Missing Item	0.44100767	0.41725937
Love it!!!!	0.98013926	0.62140554
Sa,simg Galaxy Note 10.1	0.93310183	0.838627
The 10.1 Samsung pad needs to have a keyboard made for it and to be able to delete unwanted Google programs	0.12615633	0.5407945
Great product	0.98186135	0.6962188
excellet	0.99841785	0.67034876
Excellent device!	0.99553704	0.94294506
Poor Tech  and Company Support	0.040293336	0.6781707
Excellent	0.98537374	0.6424059
The tablet was not intuitive.	0.62788665	0.624214
Not What I Wanted	0.7802646	0.46671486
great device	0.99956185	0.7038705
Please don't ever stop making these Samsung !!!!!	0.34130803	0.6377704
student	0.9174071	0.61743057
Samsung Galaxy Note 10.1	0.591793	0.30788708
Works great. Factory refurbished.	0.996223	0.8001223
Totally Happy!	0.99610835	0.70974547
I gave this to my college son who now is going to sell it.	0.09819348	0.335914
Awesome Tablet	0.9727533	0.8136801
Samsung's customer service experience	0.034891628	0.63709044
The best tablet	0.9265728	0.5688124
Nice but needs basic model offer	0.5934541	0.5656231
Really like it	0.96194214	0.6222388
Best of Both Worlds - Tab and Pen	0.9381272	0.25173712
TEACHERS WILL WANT THIS!!!	0.4793578	0.6120832
charging cord	0.74814665	0.72863525
Like the ext sd, s-pen and speed	0.30092394	0.48331866
Best tablet availabel	0.99735606	0.86278534
I love my Note!	0.90513194	0.7963691
ABSOLUTELY AMAZING!	0.9985611	0.4326619
Great Product	0.886553	0.5607477
No flash	0.9166612	0.70940036
youtube problem!!!	0.491739	0.725929
In love	0.9292091	0.5190896
Problem charging	0.004765897	0.69518113
Functional and pretty	0.99725395	0.9240633
CAN open PDF's in S Note	0.9314319	0.83987063
awesome!!!	0.6209315	0.73748434
Best purchase I've made in awhile...	0.8177802	0.6859478
I love it!	0.98696846	0.67572916
my tab	0.791544	0.5283432
LOVE IT!	0.3897389	0.6511889
Absolutely Awesome!	0.98974705	0.86388427
First impressions, used it for a day.	0.9477457	0.9420748
Great	0.9976548	0.7753899
Love it	0.99195343	0.7218037
Samsung Galaxy Note 10.1 (32GB, Deep Grey)	0.9297611	0.6478203
Great Hardware. Buggy Software	0.2885425	0.8259589
lllllll&ograve;ooooooooooooooooovvvevvvv it!!!	0.9894852	0.73689765
LOVE THIS TABLET	0.9993662	0.96946454
Unbelievable	0.9750038	0.8157976
Best tablet ever!	0.99322766	0.7645317
Best Tablet!	0.9904426	0.71206063
Great for students	0.98444957	0.81060696
Love it	0.94909173	0.79743516
Have over 12 for Hospital use	0.9829731	0.90414524
great product	0.9984346	0.77549356
OMG, Yes...	0.99869186	0.8692434
bad bad repair experience	0.021756608	0.3558801
Great for Teachers	0.9749537	0.8821923
Best Purchase EVER!	0.99561524	0.860661
love it	0.93916535	0.44952387
Nice Produc	0.95590985	0.7738994
Exactly what it says	0.9973845	0.7258591
What A Killer Tablet	0.9982388	0.7665197
Great product	0.96083605	0.55452305
What it has works great!	0.3746018	0.43326074
Decide what you need it for before you buy it	0.35213488	0.67934304
My precious baby &#9829;	0.8570434	0.8083102
Good device....needs a few improvements	0.29698408	0.81208366
Love It!	0.96519554	0.6311912
Samsung Galaxy Note 10.1	0.96164024	0.8739913
Note 10	0.9825555	0.616283
I LOVE IT!!! :) Best tablet for getting work done and media consumption at the same time in the WHOLE WORLD!	0.99655163	0.8850778
It just works weither with pen or fingers	0.8698712	0.7803855
Perfect!	0.989947	0.7720805
this tablet is the best tablet on the market right now great for the price	0.99737453	0.72832316
Hasta la vista ipad....	0.9925736	0.74059266
I love this Samsung device	0.97346616	0.9373888
First tablet, exceeded my expectations!	0.8689628	0.8854758
Awesome!	0.96570987	0.8002736
I couldn't even tell it's a refurb if it wasn't for the packaging!	0.9462506	0.8264329
Awesome tablet	0.72831863	0.6510334
So Great but wish the white came in the 32GB!	0.75656635	0.6388445
In Love with it	0.9305938	0.5824865
My poor typing skills does not matter any longer.	0.98840475	0.8455709
Initial Impressions	0.91823876	0.91560405
Love it!	0.73746043	0.8179373
Exceeded my expectations	0.9803831	0.9349377
Great Product	0.81884223	0.53488874
Terrific Tablet	0.99448663	0.92051387
Finally found a tablet that works like it should.	0.9702523	0.88868254
Great tablet, particularly if you like the s-pen	0.9767551	0.9440884
Samsung Galaxy Note	0.99794644	0.6434018
Great Tablet	0.7331668	0.75348186
I like Samsung products	0.9908862	0.49618214
Good Job	0.9417508	0.76910794
This was a great way to same a ton of money on a top-of-the-line tablet	0.9980751	0.9176882
Great tablet.	0.9740699	0.8216625
Fantastic	0.9900635	0.92224413
The accurate stylus sold me	0.9788633	0.9264603
Galaxy note 10.1....Love it	0.9800386	0.6675581
Awesome Productivity Tablet	0.9804499	0.9008868
Love it!	0.9906985	0.7378022
Cool tablet	0.8767565	0.83614075
Samsung Galaxy Note 10.1 - An Excellent Tablet	0.9200912	0.87533206
This is an excellent Note, especially the pearl white.	0.99728227	0.8062922
Love this tablet!	0.8117349	0.64549094
Love the note!	0.8706078	0.745135
Great tablet, needs better non-geek instructions	0.8175323	0.6192041
Fantastic	0.77149683	0.29163834
Excellent!!	0.9909021	0.5875616
I love it!	0.9313197	0.47598433
I Love It!	0.014792127	0.5647693
Samsung Galaxy Note 10.1	0.9850494	0.86646694
A Good Alternative	0.9064194	0.87885135
Could have gotten 5 stars	0.89579314	0.64519274
"Great 10"" tab for the $$$"	0.9670632	0.645774
Awesome product	0.99608433	0.7995262
I love this thing	0.27894375	0.737886
This is as good as it gets.	0.98716795	0.8226483
best tablet ever	0.9275072	0.73107344
Just what I wanted	0.9888797	0.891081
Samsung read my mind!	0.99257094	0.9719478
Good tablet!	0.9746079	0.51007676
diego	0.98759496	0.4074484
An amazing device!!!	0.97205997	0.87032115
Galaxy Note	0.9652666	0.4186451
Great tablet	0.9464915	0.817322
Sad	0.06137193	0.16376948
Great Product!	0.93230677	0.75083286
Best tablet for students.	0.92943805	0.8041361
works very well	0.8056792	0.5570947
Love it.	0.9564823	0.5799412
WoW	0.8092056	0.4617169
Not happy	0.19828163	0.28166464
This tablet is Honkin Good	0.8961134	0.7545752
Nice Unit	0.9926957	0.6485244
Don't Buy Refurbished from this company	0.008719179	0.31545034
student's review	0.62611353	0.6406866
Great tablet	0.9925978	0.85152555
Good product, good price, good service	0.99607676	0.6412662
If you are an Android fan this is a great Tab	0.9816704	0.8169295
Dont skimp on drive space....	0.4774408	0.5722923
Muy buena .	0.9666969	0.19274107
Changed my review	0.3544434	0.7461455
Way better than my girlfriend's iPad for my purposes.....	0.9753949	0.90081984
For students it is by far the best tablet out there.	0.6474162	0.8761469
Good product	0.9466648	0.49037477
Very nice performance, disappointed by the lack of ports	0.22103442	0.6608823
SD card not properly used.	0.20968647	0.56278723
Excellent device for now days!	0.99711204	0.8846065
not perfect, but so far so good	0.37491837	0.565124
Galaxy Note 10.1 -- Awesome....	0.9439804	0.76993096
Galaxy note	0.12813805	0.2561752
Samsung's time has come	0.86883366	0.6375355
poor battery	0.5670539	0.70790577
NOTHING Like an iPad	0.40496877	0.78181505
"They say ""boys and their toys"""	0.9774326	0.80558807
Digital Sheet music	0.8216109	0.8220001
A Very Good Tablet with a Few Flaws	0.5424844	0.9135692
Its nice but.....(4.3) UPGRADE  ????	0.4289293	0.4033928
Made me sell my 3rd Gen iPad...	0.999025	0.9500997
Great Tablet!!	0.9471507	0.8219778
Samsung Galaxy Note 10.1 (16GB, Deep Grey):	0.9824066	0.83617526
Excellent Product	0.9584658	0.8908218
No Flash support	0.62579155	0.44353652
Best tablet available for digital artist	0.7363648	0.6040765
real good for clearance price	0.540529	0.39021006
ok	0.37533823	0.3222699
S Pen, Worth it or not?	0.9759385	0.92628014
Better than the Ipad	0.9532819	0.6610924
Came sooner than expected	0.99609333	0.6581853
Great Tablet for engineer students!	0.9571181	0.9136581
Simply the best!!	0.95343304	0.84243387
Great tablet.	0.9787869	0.7767953
everything I expected it to be	0.83351487	0.7881916
Cheap plastic	0.062206537	0.5853571
All about the S-Pen	0.8219116	0.7890852
great table	0.8898974	0.7624977
Use It Every Day	0.99088144	0.915816
S note and S pen	0.9372831	0.59981483
A beautY	0.35817558	0.5449928
Gave as a gift...	0.9957027	0.45495826
Great for Digital Painting and Sketching	0.7849641	0.62016386
Just awesome!	0.9614522	0.5452289
Great Tablet	0.9772701	0.6853427
Arrived last night and failed the next day	0.23004551	0.7414922
I can't believe it's new!!!	0.06810901	0.31259632
Just love it!!!	0.9963325	0.841124
LOVE IT	0.9657468	0.67885435
Great	0.75689465	0.19173412
No regrets	0.9489454	0.9018121
Awesome tablet!	0.7431532	0.67848575
Best Tablet going got the Function and Price	0.96424186	0.6948805
Best tablet in the market	0.77705324	0.41876635
Bought this over iPad and well worth the money	0.89502716	0.8994491
great	0.63509715	0.37782302
Finally the tablet I was waiting for.	0.96108085	0.91539997
Really great pad.	0.9317762	0.6514153
Love it	0.9859126	0.7214942
I LOVE it	0.93840754	0.7986712
Love This Tablet	0.9571084	0.8351941
This is fun and mostly useful	0.7968763	0.68973845
Not liking Samsung	0.15394682	0.4531046
Beat the heck outta ipad	0.99844533	0.9441302
Excellent For the Purpose	0.99020517	0.90689653
I like it	0.75323594	0.60257906
TabletSamgsung	0.36217883	0.3461703
is really good the read books	0.5031064	0.6034721
I Love my Samsung Galaxy Note	0.9659136	0.26130587
it awesome	0.9921123	0.6718299
Very glad i bought it.	0.98995227	0.78825146
great gift	0.9671397	0.64713424
Not totally convinced	0.8743084	0.46192348
Ease of use...Its great!	0.5718961	0.5197086
Awesome tablet!	0.99040586	0.7793789
So good, I ordered 2 of them.	0.8340561	0.8779503
It's amazing!	0.9923212	0.6199613
Perfect Tablet	0.9164608	0.44016555
"can you say ""productivity?"""	0.8583781	0.8929398
Very good utility tablet	0.7966988	0.8145855
Multi-window feature unmatched!	0.7803202	0.79917026
Lots and lots of problems !!!!	0.12355457	0.5876321
Meets our expectations	0.99909866	0.8953364
My new favorite mobile device!	0.9121567	0.91789615
BUY IT!	0.9963025	0.85462624
Awesome performance, decent build quality and versatile	0.4684567	0.72077334
Samsung support	0.05059185	0.3172227
a little slower then I wished	0.3873595	0.6330887
muito bom!!!	0.9063269	0.1889608
Great	0.9953245	0.6115134
Like it...when it works!	0.0053435704	0.55556226
Nice tablet	0.9726007	0.69983786
A real work horse.	0.9456118	0.87282485
tablet 3 note 10.1	0.96006703	0.520269
iPad is a much better device.	0.25536135	0.5521888
shirmay	0.16063915	0.29613587
Funny, no one called me to ask me to ...	0.0052437414	0.70015365
User friendly tablet if you are familiar with Droid phones and apps.	0.5978043	0.3683914
Best Tablet out there	0.9899676	0.8250018
Ultimate tablet for professionals and artists	0.93443865	0.9249113
Love this Tablet!	0.88240993	0.4939338
The best tablet for productivity hands down!	0.9415074	0.9084739
Galaxy Note 10.1 Tablet is Awesome	0.94287795	0.87850696
Me gusta	0.8510773	0.8651872
Excellent Deal	0.8895743	0.4937228
This the one.	0.85839784	0.7148895
It freezes too often	0.08168399	0.4790164
Is the Note the best tablet? It's pretty close.	0.87193424	0.9737335
great tablet!!	0.96213996	0.86801463
It does a good job except for note taking	0.20043291	0.957349
good capabiability in a small package	0.33711916	0.28055742
LOVE IT	0.9913885	0.74529815
Happy!	0.9766174	0.870481
Easy to use	0.9420712	0.7542625
Note 10.1 is awesome	0.97064376	0.81802934
Not for Older Adults	0.023184428	0.43409312
Burn Your ipad	0.9975909	0.9168207
Great tablet but do your research before buying	0.8683807	0.63105816
I really enjoy it	0.895174	0.88716084
Replacement for the Galaxy Tab 2	0.75943017	0.8520296
I love it!	0.9903543	0.8639521
Very Nice	0.7912099	0.81954527
Huge Letdown.	0.27008417	0.25549716
Not bad, but there's room for improvement	0.8170357	0.9082032
Why buy from a company that doesn't support their customers???	0.0016733571	0.72506976
scrolling frozen	0.01454099	0.46830484
great tablet finally!	0.97598255	0.83085227
I was an apple fan boy	0.26819432	0.35438886
The best tablet not because of S-pen nor multitask (compared to transformer infinity)	0.5491801	0.994726
Lives up to all the previous high reviews	0.90264136	0.78857523
Love this tablet...	0.6414729	0.52478975
Kicks iPad's ass.	0.61294025	0.58482116
Great Tablet	0.42136556	0.4886661
I love mine	0.9623487	0.6319003
Just awesome	0.99692565	0.9616225
Digitizer is great, screen is fairly good. Writing sample attached	0.33777416	0.8792172
Tablet was in excellent condition for a used item...worked right out of the box.	0.99906534	0.9210627
Love love	0.98337644	0.93338495
Love it. Handful of apps not compatible because of ...	0.13142852	0.18426481
Fantastic tablet that serves many functions PLUS the S-pen	0.99101734	0.9823407
I love this	0.9920311	0.7823202
excelente	0.9880597	0.20090522
Magn&iacute;fica tableta	0.86405253	0.2037984
nice one from samsung	0.8892858	0.551486
Blows the iPad AND Nexus 7 away.	0.7222181	0.83383584
Best Tablet ever	0.98000836	0.7285072
wooooooow!!!!	0.8423747	0.1356974
LOVE IT!	0.52302104	0.22775239
Perfect for college students	0.98663735	0.58996814
I wish it was for me, not my son	0.8750046	0.83383715
THE Best Tablet	0.95931387	0.7563386
samsung galaxy hot tablet	0.94351065	0.41570333
Sure beats my previous Ipad.	0.97223455	0.78651804
As Androids to, this is the best one.	0.67749345	0.6353102
Love, love, love it!	0.9910431	0.85898983
this tablet is the best	0.9963063	0.7640434
Love it.!	0.99230826	0.71615005
GALAXY TAB 10.1 AT AMAZON	0.9750049	0.4557
Great product	0.98504215	0.5834544
Best thing to come out for Android	0.9673728	0.6547948
Bit of a Mixed Bag	0.23195767	0.9824776
FAST!	0.98430634	0.6783896
Samsung customer service is horrible.	0.12632684	0.5475952
Great tablet!!!	0.9871954	0.77500606
Girlfriend Loves it	0.89382446	0.6721986
Excelent tablet	0.98213565	0.6238004
Productively Finally	0.93138	0.5666048
It's Great!	0.99084586	0.75852215
In the air	0.42466483	0.18767142
Great Tablet!	0.9919728	0.70780057
Bell&iacute;sima!!! S&uacute;per Tecnolog&iacute;a	0.9707675	0.50986236
my present	0.89695275	0.492518
I experience logging when i play games..	0.14395756	0.22228721
was about to return it but the latest update fixed majority of issues	0.9677459	0.9486049
Best Tablet Ever	0.9740267	0.90603876
Great Product - Difficulty Printing	0.8435182	0.69069517
It's AWESOME!	0.9984983	0.7820393
5-Stars!!!	0.71957266	0.4138449
Google's bloated and false proprietary software - and a pretty steep learning curve for deeper access!	0.8274234	0.68861485
Best android tab yet	0.9626922	0.8145491
Seamless transition for Samsung smartphone owners.	0.95763505	0.6195248
Responsive Tablet	0.98107785	0.8759225
Love it!	0.93181515	0.6214389
My NEW Tablet	0.9932921	0.68545395
Haven't had a chance to use it as I've been ill for a while.	0.5678228	0.12758043
Fabulous Tablet	0.60394436	0.45869297
Most wonderful experience	0.90837955	0.33155808
Great Product	0.9486455	0.6051596
Disappointing device. Did not expect that from Samsung	0.11249408	0.59820294
I'm in Love	0.29281765	0.50936776
Outstanding	0.9911991	0.787197
I love it!	0.5517514	0.30642062
Loving it!	0.9987847	0.77791286
GREAT PRODUCT!	0.9793905	0.5254576
Worst investment I made	0.104970865	0.5591212
This is a good little machine	0.9377926	0.8589618
Excellentay!!!!!!!	0.3620138	0.50305945
Great!	0.97778964	0.6219313
Galaxy Note 10.1 an awesome and useful tool!! Finally on Android.	0.9976037	0.9651266
Top of the line tablet	0.8642351	0.42584828
LOVE IT!	0.9914262	0.78938705
Was leery because it's the older model,	0.8388896	0.74266094
Awesome.	0.92433304	0.8156924
Samsung Galaxy Note 10.1 (16GB, Deep Grey)	0.53105795	0.2598198
It's Samsung time now	0.5533585	0.8718137
Best tablet	0.96170086	0.61014277
From a Mac user	0.6225	0.7862495
Excellent!	0.4460588	0.7991349
Galaxy Note 10.1 is Awesome!!	0.99392056	0.88175
samsung tableta 10.1	0.9923574	0.29126927
do not buy the refurbished one, u will most likely get wrong item	0.27234155	0.55333114
Amazing for students!!	0.9994342	0.92592335
buyer beware	0.0073533133	0.5759595
No buyers remorse here	0.7912371	0.82400376
Wonderful Product!	0.9771527	0.6682034
Maybe I'm not ready for the 21st century	0.845911	0.7009328
Love it!	0.9954591	0.8058832
bes tablet	0.9645554	0.53306973
. Hours worth of fixes	0.06442146	0.7238395
Ridiculousy Awesome	0.5436361	0.43306136
no flash	0.33781534	0.41892567
Works great, but don't plan on printing.	0.9500409	0.3350705
The truth	0.47556219	0.61074364
long learning curve on pen...but can get good results	0.6549144	0.883225
Exceptional Tablet	0.8963342	0.8102762
